gloss,text
NIGHT WE LOVE BOOK,"At night, we love the book."
TOMORROW TEACHER UPLOAD PROGRAM,"Tomorrow, the teacher will upload the program."
FRIEND NOT WANT ROOM,The friend does not want the room.
TOMORROW CHILD ASK DATA,"Tomorrow, the child will ask the data."
YOU WANT COFFEE OR WATER,Do you want coffee or water?
YESTERDAY TEACHER CALL WE,"Yesterday, the teacher called us."
NIGHT FATHER DRIVE_CAR DRIVE_CAR,"At night, the father is driving the drive_car."
HAND WHERE,Where is the hand?
YESTERDAY BABY SEARCH INTERNET,"Yesterday, the baby searched the internet."
NIGHT DOCTOR SHARE DESIGN,"At night, the doctor is sharing the design."
I NOT SEE BOOK,I do not see the book.
YESTERDAY TEAM BUY QUESTION,"Yesterday, the team bought the question."
MORNING HE COME PLACE,"In the morning, he is coming to the place."
AFTERNOON I USE SENTENCE,"In the afternoon, I am using the sentence."
MORNING STUDENT FEEL STRONG,"In the morning, the student is feeling strong."
BABY NOT KNOW SOLUTION,The baby does not know the solution.
NOW YOU SLEEP MODEL,"Now, you are sleeping the model."
YESTERDAY I GO COUNTRY SEE SIGN COME HOME,"Yesterday, I went to the country, saw the sign, and came home."
NIGHT SHE MEET WOMAN,"At night, she is meeting the woman."
THEY HAVE AGE YOU-KNOW,Do they have the age?
TOMORROW YOU CLOSE SOLUTION,"Tomorrow, you will close the solution."
YESTERDAY FRIEND EAT_FOOD APPLE,"Yesterday, the friend ate some apple."
TEACHER NOT HAVE BODY,The teacher does not have the body.
TEAM NOT WANT LIBRARY,The team do not want the library.
I WANT APPLE YOU-KNOW,Do I want some apple?
WORKER NOT KNOW CAMERA,The worker does not know the camera.
AFTERNOON FAMILY CUT PHONE,"In the afternoon, the family are cutting the phone."
NOW WOMAN USE MODEL,"Now, the woman is using the model."
AFTERNOON TEAM CARRY SOLUTION,"In the afternoon, the team are carrying the solution."
MORNING BABY EXPLAIN BABY,"In the morning, the baby is explaining the baby."
NOW MOTHER LEARN BAG,"Now, the mother is learning the bag."
YESTERDAY SHE SEND BAG,"Yesterday, she sent the bag."
NOW WE MOVE ROOM,"Now, we are moving to the room."
MORNING SHE WRITE DESIGN,"In the morning, she is writing the design."
AFTERNOON HE KNOW MEETING,"In the afternoon, he knows the meeting."
YESTERDAY TEAM FEEL HAPPY,"Yesterday, the team felt happy."
YESTERDAY WORKER MEET TEACHER,"Yesterday, the worker met the teacher."
POLICE NOT SEE CITY,The police do not see the city.
WHY HE FEEL HAPPY,Why is he feeling happy?
DOCTOR NOT SEE HOUSE,The doctor does not see the house.
WE FEEL SORRY YOU-KNOW,Are we feeling sorry?
AFTERNOON SHE FEEL SICK,"In the afternoon, she is feeling sick."
BABY NOT UNDERSTAND GRADE,The baby does not understand the grade.
MORNING CHILD EAT_FOOD APPLE,"In the morning, the child is eating some apple."
TOMORROW THEY SAVE DATA,"Tomorrow, they will save the data."
FATHER NOT KNOW QUESTION,The father does not know the question.
FATHER NOT NEED HOUSE,The father does not need the house.
TOMORROW MORNING I WANT GO OFFICE STUDY QUESTION,"Tomorrow morning, I want to go to the office and study the question."
YESTERDAY THEY LEAVE COMPANY,"Yesterday, they left the company."
AFTERNOON WORKER CHANGE LETTER,"In the afternoon, the worker is changing the letter."
EIGHT PEOPLE COME,Eight people are coming.
BROTHER NOT WANT COMPUTER,The brother does not want the computer.
MOTHER NOT KNOW MODEL,The mother does not know the model.
I NOT LIKE PHONE,I do not like the phone.
V,The letter V.
NIGHT TEAM SHARE APP,"At night, the team are sharing the app."
FRIEND NOT SEE ENGLISH,The friend does not see the english.
THEY NOT WANT COMPANY,They do not want the company.
AFTERNOON WORKER GO HOSPITAL,"In the afternoon, the worker is going to the hospital."
TEACHER NOT KNOW INTERNET,The teacher does not know the internet.
TEAM NOT SEE SOLUTION,The team do not see the solution.
NIGHT SHE SEND PROBLEM,"At night, she is sending the problem."
PLEASE HELP ME I NEED LESSON FOR MEETING,"Please help me, I need the lesson for the meeting."
SHE NOT NEED RESTAURANT,She does not need the restaurant.
SISTER NOT NEED PROGRAM,The sister does not need the program.
HOW-MUCH APPLE THEY NEED,How much apple does they need?
AFTERNOON BABY CALL BOSS,"In the afternoon, the baby is calling the boss."
NOW WORKER SEARCH APP,"Now, the worker is searching the app."
NOW CHILD FEEL BUSY,"Now, the child is feeling busy."
POLICE NOT UNDERSTAND ROAD,The police do not understand the road.
NAME A N N,My name is Ann.
TOMORROW HE PUSH SOLUTION,"Tomorrow, he will push the solution."
MOTHER NOT LIKE INTERNET,The mother does not like the internet.
YESTERDAY I GO ROOM GET GRADE COME HOME,"Yesterday, I went to the room, got the grade, and came home."
MAN NOT UNDERSTAND PROGRAM,The man does not understand the program.
SISTER NOT LIKE BODY,The sister does not like the body.
PLEASE HELP ME I NEED DESIGN FOR SIGN,"Please help me, I need the design for the sign."
FATHER NOT LIKE KEY,The father does not like the key.
PLEASE SHOW ME SOLUTION,Please show me the solution.
NOW TEAM THINK SCHOOL,"Now, the team think the school."
MORNING GROUP SHARE SOLUTION,"In the morning, the group are sharing the solution."
MORNING DOCTOR MOVE SCHOOL,"In the morning, the doctor is moving to the school."
HOW-MANY INTERNET HE HAVE,How many internets does he have?
I HAVE AGE YOU-KNOW,Do I have the age?
TOMORROW POLICE SHARE MONEY,"Tomorrow, the police will share the money."
NIGHT FATHER SEND ENGLISH,"At night, the father is sending the english."
YESTERDAY GROUP RUN ROAD,"Yesterday, the group ran to the road."
WORKER NOT NEED CAMERA,The worker does not need the camera.
TOMORROW HE DRINK MEDICINE,"Tomorrow, he will drink some medicine."
NIGHT WOMAN FEEL BUSY,"At night, the woman is feeling busy."
STUDENT NOT LIKE OFFICE,The student does not like the office.
YESTERDAY DOCTOR DRINK MEDICINE,"Yesterday, the doctor drank some medicine."
TOMORROW MOTHER MISS LESSON,"Tomorrow, the mother will miss the lesson."
TOMORROW WOMAN FEEL HOT,"Tomorrow, the woman will feel hot."
I GO NOW,I have to go now.
THEY HAVE PROJECT YOU-KNOW,Do they have the project?
MORNING MAN FEEL PROUD,"In the morning, the man is feeling proud."
AGAIN,Again.
NOW I BELIEVE SCHOOL,"Now, I believe the school."
FATHER NOT LIKE APP,The father does not like the app.
WHY SHE LEAVE,Why is she leaveing?
I NEED THIRTEEN,I need thirteen.
YESTERDAY BOSS FEEL PROUD,"Yesterday, the boss felt proud."
PLEASE COME EARLY,Please come early.
CHILD NOT NEED STORE,The child does not need the store.
YESTERDAY I GO SCHOOL BUY BOOK COME HOME,"Yesterday, I went to the school, bought the book, and came home."
AFTERNOON YOU USE CODE,"In the afternoon, you are using the code."
AFTERNOON GROUP LOGIN VIDEO,"In the afternoon, the group are logining the video."
MORNING FATHER FEEL SORRY,"In the morning, the father is feeling sorry."
AFTERNOON FATHER WANT HAND,"In the afternoon, the father wants the hand."
NIGHT POLICE USE KEY,"At night, the police are using the key."
MORNING SHE RUN COUNTRY,"In the morning, she is running to the country."
TOMORROW STUDENT DRIVE_CAR TRAIN,"Tomorrow, the student will drive the train."
TOMORROW WORKER CATCH TIME,"Tomorrow, the worker will catch the time."
WHEN I GO,When am I arriving?
MORNING SHE FEEL SCARED,"In the morning, she is feeling scared."
TOMORROW FAMILY DRIVE_CAR BIKE,"Tomorrow, the family will drive the bike."
YESTERDAY I GO COMPANY BUY LAPTOP COME HOME,"Yesterday, I went to the company, bought the laptop, and came home."
NOW FATHER PLAY MONEY,"Now, the father plays the money."
TOMORROW MORNING I WANT GO COMPANY READ PROBLEM,"Tomorrow morning, I want to go to the company and read the problem."
PLEASE HELP ME I NEED EXAM FOR SIGN,"Please help me, I need the exam for the sign."
WHY I FEEL NERVOUS,Why am I feeling nervous?
AFTERNOON FAMILY INSTALL COMPUTER,"In the afternoon, the family are installing the computer."
YESTERDAY BOSS FEEL BUSY,"Yesterday, the boss felt busy."
TOMORROW CHILD FEEL PROUD,"Tomorrow, the child will feel proud."
NOW DOCTOR WANT LESSON,"Now, the doctor wants the lesson."
YESTERDAY STUDENT BELIEVE LESSON,"Yesterday, the student believed the lesson."
YESTERDAY WOMAN RETURN COUNTRY,"Yesterday, the woman returned to the country."
HE AGE THREE,He is three years old.
PLEASE HELP ME I NEED GRADE FOR LESSON,"Please help me, I need the grade for the lesson."
MORNING MAN SHOW TEACHER,"In the morning, the man is showing the teacher."
MORNING I DRINK COFFEE,"In the morning, I am drinking some coffee."
YOU WANT QUESTION YOU-KNOW,Do you want the question?
ONE DAY,one day.
GROUP NOT WANT DESIGN,The group do not want the design.
YESTERDAY SHE ASK DATA,"Yesterday, she asked the data."
YESTERDAY I GO HOUSE BUY APP COME HOME,"Yesterday, I went to the house, bought the app, and came home."
YOU WANT BODY YOU-KNOW,Do you want the body?
MORNING BROTHER SLEEP COMPUTER,"In the morning, the brother is sleeping the computer."
NIGHT YOU PULL PROGRAM,"At night, you are pulling the program."
PLEASE HELP ME I NEED MODEL FOR QUESTION,"Please help me, I need the model for the question."
FATHER NOT KNOW WORD,The father does not know the word.
AFTERNOON YOU LEAVE COMPANY,"In the afternoon, you are leaving the company."
TOMORROW SHE FEEL BUSY,"Tomorrow, she will feel busy."
GOODBYE,Goodbye.
POLICE NOT LIKE WORD,The police do not like the word.
TEAM NOT LIKE PASSWORD,The team do not like the password.
WOMAN NOT KNOW VIDEO,The woman does not know the video.
SISTER NOT SEE LIBRARY,The sister does not see the library.
TOMORROW SISTER HEAR SOLUTION,"Tomorrow, the sister will hear the solution."
PLEASE HELP ME I NEED MONEY FOR NAME,"Please help me, I need the money for the name."
STUDENT NOT NEED SOLUTION,The student does not need the solution.
AFTERNOON FATHER TEACH IDEA,"In the afternoon, the father is teaching the idea."
NIGHT SISTER DRIVE_CAR BUS,"At night, the sister is driving the bus."
TOMORROW MORNING I WANT GO PLACE STUDY WORD,"Tomorrow morning, I want to go to the place and study the word."
AFTERNOON DOCTOR EXPLAIN FAMILY,"In the afternoon, the doctor is explaining the family."
TOMORROW MOTHER DRIVE_CAR BIKE,"Tomorrow, the mother will drive the bike."
NOW POLICE DRIVE_CAR BIKE,"Now, the police are driving the bike."
AFTERNOON BABY MISS SENTENCE,"In the afternoon, the baby misses the sentence."
YESTERDAY WOMAN THROW ENGLISH,"Yesterday, the woman threw the english."
MORNING BABY BORROW INTERNET,"In the morning, the baby is borrowing the internet."
THIRTEEN,Thirteen.
YOU WANT WORD YOU-KNOW,Do you want the word?
NOW TEACHER SELL VIDEO,"Now, the teacher is selling the video."
AFTERNOON FAMILY CALL BROTHER,"In the afternoon, the family are calling the brother."
PLEASE HELP ME I NEED QUESTION FOR KEY,"Please help me, I need the question for the key."
NIGHT SHE SAVE CODE,"At night, she is saving the code."
YESTERDAY YOU DRINK WATER,"Yesterday, you drank some water."
TOMORROW YOU UPLOAD PHONE,"Tomorrow, you will upload the phone."
STUDENT NOT WANT PROGRAM,The student does not want the program.
AFTERNOON BROTHER EXPLAIN HE,"In the afternoon, the brother is explaining him."
AFTERNOON POLICE UPLOAD COMPUTER,"In the afternoon, the police are uploading the computer."
NOW DOCTOR LIKE CITY,"Now, the doctor likes the city."
NIGHT POLICE UPLOAD PHONE,"At night, the police are uploading the phone."
WORKER NOT HAVE CODE,The worker does not have the code.
TEAM NOT KNOW SYSTEM,The team do not know the system.
AFTERNOON DOCTOR SEND BODY,"In the afternoon, the doctor is sending the body."
NIGHT TEACHER SAY SOLUTION,"At night, the teacher is saying the solution."
FRIEND NOT NEED INTERNET,The friend does not need the internet.
TOMORROW WOMAN DRINK COFFEE,"Tomorrow, the woman will drink some coffee."
YESTERDAY POLICE SEND PROGRAM,"Yesterday, the police sent the program."
NIGHT TEACHER SELL TIME,"At night, the teacher is selling the time."
AFTERNOON CHILD DRINK MEDICINE,"In the afternoon, the child is drinking some medicine."
I WANT BOOK YOU-KNOW,Do I want the book?
YESTERDAY DOCTOR KNOW ROAD,"Yesterday, the doctor knew the road."
MORNING FATHER CLOSE LETTER,"In the morning, the father is closing the letter."
I HAVE FOUR BOOK,I have four books.
YESTERDAY STUDENT CHANGE BODY,"Yesterday, the student changed the body."
NOW MOTHER FEEL BUSY,"Now, the mother is feeling busy."
YESTERDAY WOMAN WATCH DESIGN,"Yesterday, the woman watched the design."
WOMAN NOT NEED CITY,The woman does not need the city.
FRIEND NOT KNOW GRADE,The friend does not know the grade.
TEACHER NOT UNDERSTAND OFFICE,The teacher does not understand the office.
NOW I WAKE UP EAT APPLE GO RESTAURANT,"Today, I woke up, ate some apple, and went to the restaurant."
TOMORROW MORNING I WANT GO LIBRARY READ BOOK,"Tomorrow morning, I want to go to the library and read the book."
AFTERNOON MOTHER FEEL STRONG,"In the afternoon, the mother is feeling strong."
TOMORROW BABY BELIEVE PROBLEM,"Tomorrow, the baby will believe the problem."
AFTERNOON TEACHER FEEL WEAK,"In the afternoon, the teacher is feeling weak."
TOMORROW FATHER WANT PROJECT,"Tomorrow, the father will want the project."
YESTERDAY I GO CITY SEE PHONE COME HOME,"Yesterday, I went to the city, saw the phone, and came home."
WE WANT HAND YOU-KNOW,Do we want the hand?
TOMORROW STUDENT FIND FRIEND,"Tomorrow, the student will find the friend."
TOMORROW MORNING I WANT GO COMPANY READ TIME,"Tomorrow morning, I want to go to the company and read the time."
TOMORROW FRIEND STAND OFFICE,"Tomorrow, the friend will stand to the office."
NOW YOU DOWNLOAD CAMERA,"Now, you are downloading the camera."
NOW BOSS TRY WORD,"Now, the boss trys the word."
AFTERNOON FAMILY CONFUSE BANK,"In the afternoon, the family confuse the bank."
YESTERDAY WORKER FEEL HOT,"Yesterday, the worker felt hot."
WE FEEL BUSY YOU-KNOW,Are we feeling busy?
NOW DOCTOR USE TIME,"Now, the doctor is using the time."
BROTHER NOT SEE EXAM,The brother does not see the exam.
NIGHT WE DRIVE_CAR BIKE,"At night, we are driving the bike."
YOU GO MARKET YOU-KNOW,Are you going to the market?
YOU NOT HAVE SOLUTION,You do not have the solution.
MORNING BOSS DRINK COFFEE,"In the morning, the boss is drinking some coffee."
PLEASE GIVE ME SENTENCE,Please give me the sentence.
NIGHT WOMAN DELETE INTERNET,"At night, the woman is deleting the internet."
MORNING BROTHER START PROJECT,"In the morning, the brother starts the project."
AFTERNOON TEAM DRIVE_CAR BUS,"In the afternoon, the team are driving the bus."
NIGHT GROUP CALL TEACHER,"At night, the group are calling the teacher."
TOMORROW TEAM SLEEP CODE,"Tomorrow, the team will sleep the code."
WE HAVE BOOK YOU-KNOW,Do we have the book?
STUDENT NOT SEE HOSPITAL,The student does not see the hospital.
AFTERNOON WOMAN TELL ENGLISH,"In the afternoon, the woman is telling the english."
SHE NOT WANT PLACE,She does not want the place.
YESTERDAY BABY PRACTICE SYSTEM,"Yesterday, the baby practiced the system."
MORNING CHILD PLAY BAG,"In the morning, the child plays the bag."
HOW-MANY BOOK SHE HAVE,How many books does she have?
NIGHT FATHER SAY LETTER,"At night, the father is saying the letter."
TOMORROW MORNING I WANT GO OFFICE LEARN QUESTION,"Tomorrow morning, I want to go to the office and learn the question."
TOMORROW BABY EXPLAIN MAN,"Tomorrow, the baby will explain the man."
YESTERDAY I GO LIBRARY SEE ENGLISH COME HOME,"Yesterday, I went to the library, saw the english, and came home."
NOW SHE DRIVE_CAR BUS,"Now, she is driving the bus."
PLEASE BRING NAME,Please bring the name.
HOW-MANY HAND HE HAVE,How many hands does he have?
MORNING FATHER GET MEDICINE,"In the morning, the father is getting some medicine."
AFTERNOON FAMILY HEAR VIDEO,"In the afternoon, the family are hearing the video."
YESTERDAY BROTHER CONFUSE ROOM,"Yesterday, the brother confused the room."
NIGHT I PAY PHONE,"At night, I am paying the phone."
HOW-MANY BODY WE HAVE,How many bodies does we have?
HE NOT UNDERSTAND ROAD,He does not understand the road.
MORNING WORKER GIVE SIGN,"In the morning, the worker is giving the sign."
AFTERNOON THEY RETURN LIBRARY,"In the afternoon, they are returning to the library."
NOW STUDENT FEEL STRONG,"Now, the student is feeling strong."
PLEASE GIVE ME LESSON,Please give me the lesson.
SHE HAVE HAND YOU-KNOW,Does she have the hand?
NOW WE RECEIVE ENGLISH,"Now, we are receiving the english."
CHILD NOT HAVE ENGLISH,The child does not have the english.
YESTERDAY I GO COUNTRY BUY INTERNET COME HOME,"Yesterday, I went to the country, bought the internet, and came home."
YESTERDAY WOMAN FEEL BORED,"Yesterday, the woman felt bored."
BROTHER NOT NEED DESIGN,The brother does not need the design.
NIGHT THEY SLEEP PROJECT,"At night, they are sleeping the project."
YESTERDAY I GO STORE FIND DRIVE_CAR COME HOME,"Yesterday, I went to the store, found the car, and came home."
TOMORROW MORNING I WANT GO MARKET STUDY PROJECT,"Tomorrow morning, I want to go to the market and study the project."
FRIEND NOT KNOW SYSTEM,The friend does not know the system.
TOMORROW MOTHER CALL WORKER,"Tomorrow, the mother will call the worker."
YESTERDAY I GO HOSPITAL SEE DRIVE_CAR COME HOME,"Yesterday, I went to the hospital, saw the car, and came home."
YESTERDAY BABY LOSE PARK,"Yesterday, the baby lost the park."
SHE WANT HAND YOU-KNOW,Does she want the hand?
FAMILY NOT NEED DATA,The family do not need the data.
PLEASE HELP ME I NEED KEY FOR BODY,"Please help me, I need the key for the body."
YOU NOT WANT APP,You do not want the app.
MORNING DOCTOR FEEL SCARED,"In the morning, the doctor is feeling scared."
I LIKE DRIVE_CAR,I like driving.
AFTERNOON BOSS FIND TEAM,"In the afternoon, the boss is finding the team."
NOW BOSS WRITE LESSON,"Now, the boss is writing the lesson."
AFTERNOON POLICE CHANGE BAG,"In the afternoon, the police are changing the bag."
NOW BABY DRINK WATER,"Now, the baby is drinking some water."
MORNING HE TELL EXAM,"In the morning, he is telling the exam."
AFTERNOON MOTHER LEARN PHONE,"In the afternoon, the mother is learning the phone."
MORNING HE DRINK MEDICINE,"In the morning, he is drinking some medicine."
NOW GROUP WATCH DATA,"Now, the group are watching the data."
THEY NOT LIKE PHONE,They do not like the phone.
BABY NOT SEE LAPTOP,The baby does not see the laptop.
TOMORROW FAMILY FEEL STRONG,"Tomorrow, the family will feel strong."
NOW FATHER SAVE SYSTEM,"Now, the father is saving the system."
STUDENT NOT NEED OFFICE,The student does not need the office.
NOW BOSS SHARE NAME,"Now, the boss is sharing the name."
SHE NOT SEE COMPUTER,She does not see the computer.
AFTERNOON FATHER FIND WOMAN,"In the afternoon, the father is finding the woman."
I NOT WANT SYSTEM,I do not want the system.
THEY NOT HAVE PHONE,They do not have the phone.
TOMORROW MORNING I WANT GO HOSPITAL READ LANGUAGE,"Tomorrow morning, I want to go to the hospital and read the language."
TOMORROW FATHER COOK APPLE,"Tomorrow, the father will cook some apple."
NOW BROTHER PRACTICE NAME,"Now, the brother is practicing the name."
YESTERDAY FAMILY GIVE BAG,"Yesterday, the family gave the bag."
TOMORROW I LEAVE STORE,"Tomorrow, I will leave the store."
AFTERNOON BABY PULL VIDEO,"In the afternoon, the baby is pulling the video."
POLICE NOT HAVE INTERNET,The police do not have the internet.
WE GO OFFICE YOU-KNOW,Are we going to the office?
YESTERDAY DOCTOR BRING INTERNET,"Yesterday, the doctor brought the internet."
NOW BOSS LOGIN PROGRAM,"Now, the boss is logining the program."
PLEASE HELP ME I NEED QUESTION FOR ENGLISH,"Please help me, I need the question for the english."
YESTERDAY TEAM FEEL HOT,"Yesterday, the team felt hot."
NOW STUDENT CALL POLICE,"Now, the student is calling the police."
NIGHT DOCTOR FEEL PROUD,"At night, the doctor is feeling proud."
NOW GROUP EAT_FOOD FOOD,"Now, the group are eating the food."
YESTERDAY I GO BANK FIND QUESTION COME HOME,"Yesterday, I went to the bank, found the question, and came home."
AFTERNOON MAN FEEL EXCITED,"In the afternoon, the man is feeling excited."
MORNING SISTER HEAR DESIGN,"In the morning, the sister is hearing the design."
DOCTOR NOT SEE TIME,The doctor does not see the time.
HE HAVE LAPTOP YOU-KNOW,Does he have the laptop?
GROUP NOT WANT NAME,The group do not want the name.
POLICE NOT WANT TIME,The police do not want the time.
HE LIKE PARK YOU-KNOW,Does he like the park?
YESTERDAY FRIEND DELETE COMPUTER,"Yesterday, the friend deleted the computer."
NIGHT WE PUSH HAND,"At night, we are pushing the hand."
NIGHT SISTER FEEL ANGRY,"At night, the sister is feeling angry."
NIGHT BABY USE SIGN,"At night, the baby is using the sign."
I NEED TWENTY,I need twenty.
NOW DOCTOR FIX MEETING,"Now, the doctor is fixing the meeting."
AFTERNOON DOCTOR START BAG,"In the afternoon, the doctor starts the bag."
NOW MOTHER BREAK DESIGN,"Now, the mother is breaking the design."
PLEASE HELP ME I NEED COMPUTER FOR LESSON,"Please help me, I need the computer for the lesson."
HOW THEY FEEL,How does they feel?
THEY LIKE SIGN YOU-KNOW,Do they like the sign?
TEACHER NOT UNDERSTAND HOUSE,The teacher does not understand the house.
YESTERDAY WORKER FEEL WEAK,"Yesterday, the worker felt weak."
YESTERDAY WE WIN LETTER,"Yesterday, we won the letter."
FAMILY NOT HAVE HAND,The family do not have the hand.
NIGHT DOCTOR SEND DESIGN,"At night, the doctor is sending the design."
NOW FATHER FEEL ANGRY,"Now, the father is feeling angry."
NIGHT WE SAVE APP,"At night, we are saving the app."
NIGHT GROUP SEND PROGRAM,"At night, the group are sending the program."
HOW-MANY DATA THEY HAVE,How many datas does they have?
NOW BABY FIX AGE,"Now, the baby is fixing the age."
MORNING YOU EAT_FOOD FOOD,"In the morning, you are eating the food."
TOMORROW THEY FEEL CONFUSED,"Tomorrow, they will feel confused."
AFTERNOON MOTHER FEEL CONFUSED,"In the afternoon, the mother is feeling confused."
YESTERDAY GROUP SLEEP INTERNET,"Yesterday, the group slept the internet."
PLEASE HELP ME I NEED WORD FOR PROJECT,"Please help me, I need the word for the project."
MORNING DOCTOR DRIVE_CAR BIKE,"In the morning, the doctor is driving the bike."
WE HAVE LETTER YOU-KNOW,Do we have the letter?
WORKER NOT SEE WORD,The worker does not see the word.
TEAM NOT KNOW EXAM,The team do not know the exam.
AFTERNOON YOU FEEL PROUD,"In the afternoon, you are feeling proud."
TOMORROW YOU SHARE APP,"Tomorrow, you will share the app."
NAME J O H N,My name is John.
MORNING BROTHER FEEL SCARED,"In the morning, the brother is feeling scared."
POLICE NOT WANT PROJECT,The police do not want the project.
TOMORROW THEY PLAY LIBRARY,"Tomorrow, they will play the library."
YESTERDAY SISTER COOK APPLE,"Yesterday, the sister cooked some apple."
YESTERDAY I GO CITY SEE DRIVE_CAR COME HOME,"Yesterday, I went to the city, saw the car, and came home."
YESTERDAY SISTER LOGIN VIDEO,"Yesterday, the sister logged in the video."
WOMAN NOT SEE PLACE,The woman does not see the place.
WE NOT NEED HAND,We do not need the hand.
NIGHT CHILD GO BANK,"At night, the child is going to the bank."
TEACHER NOT LIKE COMPUTER,The teacher does not like the computer.
NOW WE USE QUESTION,"Now, we are using the question."
YESTERDAY I GO ROAD BUY BIKE COME HOME,"Yesterday, I went to the road, bought the bike, and came home."
THEY NOT LIKE WORD,They do not like the word.
HE NOT HAVE STORE,He does not have the store.
TOMORROW STUDENT FEEL PROUD,"Tomorrow, the student will feel proud."
TOMORROW MORNING I WANT GO BANK LEARN GRADE,"Tomorrow morning, I want to go to the bank and learn the grade."
NIGHT FAMILY FEEL HOT,"At night, the family are feeling hot."
I NEED HELP YOU-KNOW,Do I need help?
MORNING WE CALL GROUP,"In the morning, we are calling the group."
MORNING CHILD FEEL STRONG,"In the morning, the child is feeling strong."
TOMORROW MORNING I WANT GO COUNTRY LEARN ENGLISH,"Tomorrow morning, I want to go to the country and learn the english."
MORNING DOCTOR FEEL BUSY,"In the morning, the doctor is feeling busy."
AFTERNOON FAMILY DRINK COFFEE,"In the afternoon, the family are drinking some coffee."
AFTERNOON WORKER DRIVE_CAR DRIVE_CAR,"In the afternoon, the worker is driving the drive_car."
NOW CHILD STAND STORE,"Now, the child is standing to the store."
NOW FRIEND RUN STORE,"Now, the friend is running to the store."
TOMORROW MORNING I WANT GO BANK READ GRADE,"Tomorrow morning, I want to go to the bank and read the grade."
A S L,ASL.
YESTERDAY I FEEL BORED,"Yesterday, I felt bored."
YOU HAVE APP YOU-KNOW,Do you have the app?
YESTERDAY I GO COUNTRY BUY PROJECT COME HOME,"Yesterday, I went to the country, bought the project, and came home."
YESTERDAY I GO HOUSE FIND PROBLEM COME HOME,"Yesterday, I went to the house, found the problem, and came home."
TOMORROW MORNING I WANT GO ROAD LEARN BODY,"Tomorrow morning, I want to go to the road and learn the body."
TOMORROW STUDENT COME PARK,"Tomorrow, the student will come to the park."
WOMAN NOT WANT PLACE,The woman does not want the place.
BABY NOT WANT APP,The baby does not want the app.
WE LIKE WATER YOU-KNOW,Do we like some water?
TEACHER NOT NEED LAPTOP,The teacher does not need the laptop.
MORNING MOTHER DOWNLOAD CODE,"In the morning, the mother is downloading the code."
MORNING SHE PUSH CAMERA,"In the morning, she is pushing the camera."
TEACHER NOT LIKE OFFICE,The teacher does not like the office.
YOU GO COUNTRY YOU-KNOW,Are you going to the country?
NIGHT GROUP WALK CITY,"At night, the group are walking to the city."
MORNING SHE SELL LAPTOP,"In the morning, she is selling the laptop."
PLEASE HELP ME I NEED SENTENCE FOR BAG,"Please help me, I need the sentence for the bag."
TOMORROW MORNING I WANT GO HOUSE STUDY WORD,"Tomorrow morning, I want to go to the house and study the word."
SPELL C,C.
MORNING SISTER SHOW FRIEND,"In the morning, the sister is showing the friend."
YESTERDAY BOSS GIVE PROBLEM,"Yesterday, the boss gave the problem."
AFTERNOON FRIEND UPLOAD VIDEO,"In the afternoon, the friend is uploading the video."
MORNING YOU COOK APPLE,"In the morning, you are cooking some apple."
TOMORROW MAN FEEL ANGRY,"Tomorrow, the man will feel angry."
I NOT HAVE HOSPITAL,I do not have the hospital.
GROUP NOT WANT PLACE,The group do not want the place.
TOMORROW MORNING I WANT GO HOUSE READ IDEA,"Tomorrow morning, I want to go to the house and read the idea."
YOU NOT SEE HOUSE,You do not see the house.
AFTERNOON WE DRIVE_CAR BIKE,"In the afternoon, we are driving the bike."
NOW DOCTOR PRACTICE VIDEO,"Now, the doctor is practicing the video."
AFTERNOON FAMILY OPEN VIDEO,"In the afternoon, the family are opening the video."
YESTERDAY THEY SAVE PASSWORD,"Yesterday, they saved the password."
AFTERNOON TEAM MISS CITY,"In the afternoon, the team miss the city."
MOTHER NOT NEED PART,The mother does not need the part.
MORNING TEAM MOVE CITY,"In the morning, the team are moving to the city."
YESTERDAY POLICE BUY APPLE,"Yesterday, the police bought some apple."
WE LIKE PARK YOU-KNOW,Do we like the park?
NOW I FEEL HOT,"Now, I am feeling hot."
YOU NOT UNDERSTAND IDEA,You do not understand the idea.
WHY THEY FEEL NERVOUS,Why is they feeling nervous?
TOMORROW BROTHER DRIVE_CAR BIKE,"Tomorrow, the brother will drive the bike."
AFTERNOON WORKER FEEL STRONG,"In the afternoon, the worker is feeling strong."
NOW BABY REMEMBER SCHOOL,"Now, the baby remembers the school."
TOMORROW MAN GO ROAD,"Tomorrow, the man will go to the road."
FAMILY NOT NEED CITY,The family do not need the city.
YESTERDAY WORKER FEEL READY,"Yesterday, the worker felt ready."
AFTERNOON THEY SLEEP PHONE,"In the afternoon, they are sleeping the phone."
TOMORROW FATHER FEEL HAPPY,"Tomorrow, the father will feel happy."
BABY NOT HAVE MEETING,The baby does not have the meeting.
TOMORROW CHILD SEND SENTENCE,"Tomorrow, the child will send the sentence."
NOW BOSS STAND ROAD,"Now, the boss is standing to the road."
POLICE NOT WANT HOSPITAL,The police do not want the hospital.
NIGHT TEAM TAKE VIDEO,"At night, the team are taking the video."
SHE NOT NEED SOLUTION,She does not need the solution.
HOW-MANY LETTER THEY HAVE,How many letters does they have?
THEY FEEL ANGRY YOU-KNOW,Are they feeling angry?
NOW BROTHER READ HAND,"Now, the brother is reading the hand."
WE LIKE BODY YOU-KNOW,Do we like the body?
